Defect_ID,Defect_Type,Machine_ID,Production_Line,Defect_Date,Root_Cause,Resolution_Comment,Resolved_Date
D0667,Welding Porosity,MCH-303,Line-5,2025-07-04,High machine vibration,Introduced torque check checklist and operator training,2025-07-06
D0668,Overheating,MCH-354,Line-5,2025-04-08,Operator error,Replaced gas regulator and trained operator,2025-04-13
D0669,Welding Porosity,MCH-209,Line-2,2025-02-11,Coolant shortage,Secured wiring and scheduled preventive inspection,2025-02-13
D0670,Overheating,MCH-162,Line-5,2025-08-17,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-08-21
D0671,Loose Assembly,MCH-404,Line-1,2025-06-29,Seal failure,Polished die and added regular inspection routine,2025-07-01
D0672,Dimension Out of Tolerance,MCH-149,Line-5,2025-05-09,Operator error,Replaced seal and added pressure monitoring,2025-05-10
D0673,Leakage,MCH-278,Line-3,2025-01-07,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-01-08
D0674,Loose Assembly,MCH-269,Line-2,2025-05-14,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-05-19
D0675,Paint Peeling,MCH-478,Line-2,2025-02-17,Worn-out die,Replaced seal and added pressure monitoring,2025-02-21
D0676,Welding Porosity,MCH-161,Line-4,2025-09-13,Seal failure,Secured wiring and scheduled preventive inspection,2025-09-16
D0677,Misalignment,MCH-219,Line-1,2025-06-27,Seal failure,Calibrated equipment and updated calibration logs,2025-06-29
D0678,Surface Crack,MCH-382,Line-1,2025-03-08,Loose wiring,Calibrated equipment and updated calibration logs,2025-03-12
D0679,Burr Formation,MCH-391,Line-2,2025-05-02,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-05-04
D0680,Electrical Failure,MCH-220,Line-3,2025-09-02,Worn-out die,Replaced gas regulator and trained operator,2025-09-03
D0681,Loose Assembly,MCH-198,Line-5,2025-01-06,Operator error,Secured wiring and scheduled preventive inspection,2025-01-08
D0682,Burr Formation,MCH-251,Line-4,2025-06-11,Tool wear,Calibrated equipment and updated calibration logs,2025-06-15
D0683,Overheating,MCH-332,Line-2,2025-01-31,High machine vibration,Introduced torque check checklist and operator training,2025-02-05
D0684,Leakage,MCH-178,Line-2,2025-01-14,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-01-18
D0685,Leakage,MCH-412,Line-2,2025-03-01,Coolant shortage,Calibrated oven temperature and added monitoring alert,2025-03-02
D0686,Misalignment,MCH-365,Line-3,2025-05-04,Improper curing temperature,Calibrated equipment and updated calibration logs,2025-05-08
D0687,Leakage,MCH-230,Line-2,2025-04-18,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-04-21
D0688,Dimension Out of Tolerance,MCH-166,Line-1,2025-03-09,Worn-out die,Replaced gas regulator and trained operator,2025-03-12
D0689,Surface Crack,MCH-351,Line-5,2025-02-02,Worn-out die,Replaced gas regulator and trained operator,2025-02-03
D0690,Paint Peeling,MCH-159,Line-3,2025-06-21,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-06-23
D0691,Loose Assembly,MCH-407,Line-2,2025-06-18,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-06-21
D0692,Electrical Failure,MCH-341,Line-1,2025-02-27,Gas flow inconsistency,Replaced gas regulator and trained operator,2025-03-02
D0693,Paint Peeling,MCH-211,Line-5,2025-04-22,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-04-27
D0694,Misalignment,MCH-369,Line-3,2025-07-18,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-07-23
D0695,Surface Crack,MCH-353,Line-5,2025-09-16,Seal failure,Replaced gas regulator and trained operator,2025-09-18
D0696,Paint Peeling,MCH-190,Line-1,2025-07-02,High machine vibration,Introduced torque check checklist and operator training,2025-07-04
D0697,Overheating,MCH-398,Line-2,2025-03-26,Improper curing temperature,Calibrated equipment and updated calibration logs,2025-03-30
D0698,Electrical Failure,MCH-150,Line-3,2025-01-18,High machine vibration,Replaced gas regulator and trained operator,2025-01-21
D0699,Welding Porosity,MCH-270,Line-4,2025-08-13,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-08-14
D0700,Welding Porosity,MCH-259,Line-1,2025-09-07,High machine vibration,Calibrated equipment and updated calibration logs,2025-09-08
D0701,Welding Porosity,MCH-196,Line-2,2025-07-13,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-07-17
D0702,Misalignment,MCH-287,Line-1,2025-08-04,Loose wiring,Replaced seal and added pressure monitoring,2025-08-07
D0703,Paint Peeling,MCH-443,Line-2,2025-07-13,Worn-out die,Polished die and added regular inspection routine,2025-07-18
D0704,Dimension Out of Tolerance,MCH-458,Line-5,2025-08-10,Worn-out die,Replaced seal and added pressure monitoring,2025-08-15
D0705,Overheating,MCH-240,Line-5,2025-01-27,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-01-28
D0706,Overheating,MCH-266,Line-3,2025-02-03,Improper curing temperature,Replaced gas regulator and trained operator,2025-02-04
D0707,Misalignment,MCH-121,Line-5,2025-06-05,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-06-08
D0708,Paint Peeling,MCH-439,Line-5,2025-04-28,Improper calibration,Introduced torque check checklist and operator training,2025-05-02
D0709,Surface Crack,MCH-311,Line-3,2025-05-09,Tool wear,Adjusted machine alignment and replaced worn-out bearings,2025-05-14
D0710,Electrical Failure,MCH-326,Line-3,2025-03-18,Coolant shortage,Calibrated equipment and updated calibration logs,2025-03-22
D0711,Loose Assembly,MCH-207,Line-2,2025-04-29,Gas flow inconsistency,Adjusted machine alignment and replaced worn-out bearings,2025-05-02
D0712,Electrical Failure,MCH-270,Line-2,2025-03-24,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-03-28
D0713,Overheating,MCH-156,Line-3,2025-02-04,Gas flow inconsistency,Adjusted machine alignment and replaced worn-out bearings,2025-02-06
D0714,Loose Assembly,MCH-188,Line-2,2025-02-10,Gas flow inconsistency,Introduced torque check checklist and operator training,2025-02-14
D0715,Misalignment,MCH-344,Line-5,2025-04-27,Operator error,Replaced gas regulator and trained operator,2025-04-30
D0716,Overheating,MCH-120,Line-1,2025-02-09,Operator error,Replaced seal and added pressure monitoring,2025-02-12
D0717,Electrical Failure,MCH-355,Line-1,2025-01-09,Operator error,Introduced torque check checklist and operator training,2025-01-10
D0718,Paint Peeling,MCH-356,Line-1,2025-06-27,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-07-01
D0719,Overheating,MCH-202,Line-3,2025-03-20,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-03-23
D0720,Electrical Failure,MCH-374,Line-2,2025-09-08,Coolant shortage,Replaced seal and added pressure monitoring,2025-09-12
D0721,Burr Formation,MCH-335,Line-2,2025-01-12,Operator error,Polished die and added regular inspection routine,2025-01-16
D0722,Leakage,MCH-170,Line-3,2025-09-07,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-09-10
D0723,Burr Formation,MCH-219,Line-5,2025-02-22,Seal failure,Calibrated equipment and updated calibration logs,2025-02-24
D0724,Dimension Out of Tolerance,MCH-103,Line-4,2025-02-22,Loose wiring,Replaced gas regulator and trained operator,2025-02-24
D0725,Electrical Failure,MCH-453,Line-4,2025-01-20,Operator error,Replaced cutting tool and added tool inspection schedule,2025-01-21
D0726,Loose Assembly,MCH-159,Line-3,2025-04-28,Tool wear,Secured wiring and scheduled preventive inspection,2025-05-02
D0727,Dimension Out of Tolerance,MCH-413,Line-4,2025-01-13,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-01-18
D0728,Burr Formation,MCH-317,Line-5,2025-04-03,Loose wiring,Introduced torque check checklist and operator training,2025-04-04
D0729,Overheating,MCH-294,Line-2,2025-06-15,Tool wear,Introduced torque check checklist and operator training,2025-06-19
D0730,Overheating,MCH-339,Line-5,2025-01-09,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-01-11
D0731,Welding Porosity,MCH-210,Line-4,2025-05-04,Seal failure,Secured wiring and scheduled preventive inspection,2025-05-08
D0732,Surface Crack,MCH-114,Line-4,2025-04-19,Improper calibration,Replaced gas regulator and trained operator,2025-04-23
D0733,Overheating,MCH-266,Line-1,2025-08-18,Tool wear,Calibrated equipment and updated calibration logs,2025-08-19
D0734,Loose Assembly,MCH-181,Line-2,2025-03-18,Seal failure,Refilled coolant tank and fixed coolant flow sensor,2025-03-19
D0735,Overheating,MCH-350,Line-2,2025-01-04,Improper calibration,Calibrated oven temperature and added monitoring alert,2025-01-09
D0736,Dimension Out of Tolerance,MCH-431,Line-5,2025-04-04,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-04-05
D0737,Electrical Failure,MCH-427,Line-4,2025-09-14,Coolant shortage,Polished die and added regular inspection routine,2025-09-19
D0738,Leakage,MCH-406,Line-3,2025-05-15,Improper calibration,Replaced gas regulator and trained operator,2025-05-20
D0739,Misalignment,MCH-146,Line-3,2025-04-04,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-04-05
D0740,Welding Porosity,MCH-148,Line-2,2025-08-03,Improper calibration,Calibrated equipment and updated calibration logs,2025-08-04
D0741,Dimension Out of Tolerance,MCH-161,Line-4,2025-05-10,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-05-11
D0742,Surface Crack,MCH-174,Line-4,2025-05-09,Operator error,Polished die and added regular inspection routine,2025-05-10
D0743,Electrical Failure,MCH-411,Line-5,2025-03-10,Operator error,Calibrated equipment and updated calibration logs,2025-03-13
D0744,Surface Crack,MCH-353,Line-5,2025-03-09,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-03-14
D0745,Misalignment,MCH-399,Line-1,2025-05-28,Worn-out die,Polished die and added regular inspection routine,2025-06-02
D0746,Leakage,MCH-268,Line-1,2025-07-13,Improper curing temperature,Calibrated equipment and updated calibration logs,2025-07-17
D0747,Welding Porosity,MCH-469,Line-4,2025-05-01,Seal failure,Calibrated equipment and updated calibration logs,2025-05-05
D0748,Misalignment,MCH-357,Line-5,2025-02-27,Operator error,Secured wiring and scheduled preventive inspection,2025-03-03
D0749,Loose Assembly,MCH-397,Line-2,2025-08-25,Loose wiring,Secured wiring and scheduled preventive inspection,2025-08-29
D0750,Surface Crack,MCH-314,Line-1,2025-05-18,Improper curing temperature,Replaced seal and added pressure monitoring,2025-05-22
D0751,Paint Peeling,MCH-286,Line-3,2025-04-16,Gas flow inconsistency,Adjusted machine alignment and replaced worn-out bearings,2025-04-17
D0752,Loose Assembly,MCH-204,Line-2,2025-02-28,Operator error,Replaced cutting tool and added tool inspection schedule,2025-03-01
D0753,Leakage,MCH-392,Line-5,2025-03-08,Tool wear,Replaced seal and added pressure monitoring,2025-03-09
D0754,Burr Formation,MCH-247,Line-3,2025-08-10,Tool wear,Secured wiring and scheduled preventive inspection,2025-08-13
D0755,Loose Assembly,MCH-481,Line-4,2025-09-03,Tool wear,Replaced gas regulator and trained operator,2025-09-05
D0756,Burr Formation,MCH-392,Line-4,2025-08-22,Operator error,Introduced torque check checklist and operator training,2025-08-23
D0757,Loose Assembly,MCH-170,Line-4,2025-03-03,Seal failure,Polished die and added regular inspection routine,2025-03-08
D0758,Overheating,MCH-223,Line-3,2025-04-27,Operator error,Replaced seal and added pressure monitoring,2025-05-01
D0759,Surface Crack,MCH-368,Line-3,2025-09-03,Seal failure,Replaced cutting tool and added tool inspection schedule,2025-09-05
D0760,Dimension Out of Tolerance,MCH-174,Line-3,2025-05-25,Operator error,Secured wiring and scheduled preventive inspection,2025-05-26
D0761,Burr Formation,MCH-493,Line-5,2025-04-10,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-04-14
D0762,Misalignment,MCH-365,Line-3,2025-08-24,Coolant shortage,Replaced gas regulator and trained operator,2025-08-28
D0763,Leakage,MCH-172,Line-5,2025-06-03,Gas flow inconsistency,Replaced seal and added pressure monitoring,2025-06-07
D0764,Paint Peeling,MCH-230,Line-1,2025-09-10,Seal failure,Introduced torque check checklist and operator training,2025-09-13
D0765,Overheating,MCH-327,Line-4,2025-07-17,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-07-19
D0766,Misalignment,MCH-421,Line-4,2025-01-02,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-01-03
D0767,Leakage,MCH-217,Line-3,2025-03-24,Tool wear,Calibrated oven temperature and added monitoring alert,2025-03-26
D0768,Surface Crack,MCH-281,Line-4,2025-09-04,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-09-08
D0769,Overheating,MCH-193,Line-1,2025-01-15,Tool wear,Introduced torque check checklist and operator training,2025-01-18
D0770,Burr Formation,MCH-399,Line-1,2025-07-20,Loose wiring,Replaced cutting tool and added tool inspection schedule,2025-07-24
D0771,Surface Crack,MCH-330,Line-1,2025-01-24,Loose wiring,Calibrated equipment and updated calibration logs,2025-01-26
D0772,Burr Formation,MCH-470,Line-4,2025-02-26,Tool wear,Introduced torque check checklist and operator training,2025-02-27
D0773,Paint Peeling,MCH-255,Line-5,2025-06-04,Gas flow inconsistency,Introduced torque check checklist and operator training,2025-06-05
D0774,Paint Peeling,MCH-269,Line-2,2025-09-12,Improper curing temperature,Replaced gas regulator and trained operator,2025-09-17
D0775,Welding Porosity,MCH-269,Line-5,2025-03-20,Operator error,Polished die and added regular inspection routine,2025-03-24
D0776,Burr Formation,MCH-461,Line-3,2025-01-09,Improper curing temperature,Replaced seal and added pressure monitoring,2025-01-11
D0777,Overheating,MCH-397,Line-2,2025-05-15,Improper curing temperature,Introduced torque check checklist and operator training,2025-05-16
D0778,Loose Assembly,MCH-146,Line-5,2025-02-28,Seal failure,Polished die and added regular inspection routine,2025-03-02
D0779,Burr Formation,MCH-367,Line-1,2025-04-23,High machine vibration,Polished die and added regular inspection routine,2025-04-27
D0780,Welding Porosity,MCH-371,Line-4,2025-02-15,Seal failure,Refilled coolant tank and fixed coolant flow sensor,2025-02-17
D0781,Misalignment,MCH-300,Line-4,2025-06-16,Coolant shortage,Polished die and added regular inspection routine,2025-06-18
D0782,Paint Peeling,MCH-174,Line-1,2025-07-31,Operator error,Replaced seal and added pressure monitoring,2025-08-03
D0783,Welding Porosity,MCH-135,Line-4,2025-07-05,Worn-out die,Polished die and added regular inspection routine,2025-07-07
D0784,Leakage,MCH-477,Line-4,2025-09-05,Coolant shortage,Calibrated equipment and updated calibration logs,2025-09-07
D0785,Loose Assembly,MCH-346,Line-2,2025-05-09,Gas flow inconsistency,Introduced torque check checklist and operator training,2025-05-10
D0786,Burr Formation,MCH-163,Line-2,2025-05-29,Tool wear,Calibrated equipment and updated calibration logs,2025-06-01
D0787,Dimension Out of Tolerance,MCH-283,Line-2,2025-07-28,Worn-out die,Calibrated equipment and updated calibration logs,2025-08-02
D0788,Overheating,MCH-409,Line-2,2025-06-16,High machine vibration,Introduced torque check checklist and operator training,2025-06-21
D0789,Overheating,MCH-366,Line-4,2025-07-10,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-07-14
D0790,Paint Peeling,MCH-130,Line-5,2025-06-16,Tool wear,Replaced gas regulator and trained operator,2025-06-18
D0791,Leakage,MCH-468,Line-4,2025-07-14,Improper curing temperature,Introduced torque check checklist and operator training,2025-07-17
D0792,Burr Formation,MCH-497,Line-1,2025-06-10,Improper curing temperature,Replaced seal and added pressure monitoring,2025-06-15
D0793,Burr Formation,MCH-490,Line-2,2025-06-27,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-07-02
D0794,Leakage,MCH-236,Line-5,2025-05-26,Tool wear,Calibrated equipment and updated calibration logs,2025-05-29
D0795,Loose Assembly,MCH-137,Line-4,2025-06-07,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-06-10
